id,key,description,status,assignee,issuetype,project,created,updated,creator,reporter,priority,labels,layer,customer
655678,IIAB-2385,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:44:23.000+0100,2023-12-05T16:48:49.000+0100,admin,admin,Medium,,,
655676,IIAB-2384,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:42:50.000+0100,2023-12-05T16:48:47.000+0100,admin,admin,Medium,,,
655674,IIAB-2383,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:42:01.000+0100,2023-12-05T16:49:12.000+0100,admin,admin,Medium,,,
655672,IIAB-2382,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:40:46.000+0100,2023-12-05T16:50:55.000+0100,admin,admin,Medium,,,
655670,IIAB-2381,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:40:22.000+0100,2023-12-05T16:50:53.000+0100,admin,admin,Medium,,,
655668,IIAB-2380,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:40:00.000+0100,2023-12-08T12:50:33.000+0100,admin,admin,Medium,,,
655665,IIAB-2379,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:39:30.000+0100,2023-12-05T16:51:55.000+0100,admin,admin,Medium,,,
655664,IIAB-2378,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:39:09.000+0100,2023-12-05T16:50:51.000+0100,admin,admin,Medium,,,
655663,IIAB-2377,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:38:34.000+0100,2023-12-05T16:50:50.000+0100,admin,admin,Medium,,,
655659,IIAB-2376,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:37:28.000+0100,2023-12-05T16:50:43.000+0100,admin,admin,Medium,,,
655657,IIAB-2375,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:37:01.000+0100,2023-12-05T16:50:42.000+0100,admin,admin,Medium,,,
655655,IIAB-2374,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:36:12.000+0100,2023-12-05T16:51:49.000+0100,admin,admin,Medium,,,
655654,IIAB-2373,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:35:42.000+0100,2023-12-05T16:51:47.000+0100,admin,admin,Medium,,,
655653,IIAB-2372,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:35:10.000+0100,2023-12-05T16:51:45.000+0100,admin,admin,Medium,,,
655652,IIAB-2371,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:34:36.000+0100,2023-12-05T16:50:40.000+0100,admin,admin,Medium,,,
655650,IIAB-2370,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:33:40.000+0100,2023-12-08T12:50:36.000+0100,admin,admin,Medium,,,
655649,IIAB-2369,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:33:04.000+0100,2023-12-08T19:39:31.000+0100,admin,admin,Medium,,,
655648,IIAB-2368,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:32:34.000+0100,2023-12-07T17:40:31.000+0100,admin,admin,Medium,,,
655647,IIAB-2367,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:31:22.000+0100,2023-12-05T16:49:54.000+0100,admin,admin,Medium,,,
655645,IIAB-2366,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:30:06.000+0100,2023-12-05T16:49:47.000+0100,admin,admin,Medium,,,
655642,IIAB-2365,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:28:56.000+0100,2023-12-05T16:50:29.000+0100,admin,admin,Medium,,,
655641,IIAB-2364,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:27:40.000+0100,2023-12-07T17:40:20.000+0100,admin,admin,Medium,,,
655635,IIAB-2363,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:24:52.000+0100,2023-12-05T16:50:26.000+0100,admin,admin,Medium,,,
655634,IIAB-2362,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:23:34.000+0100,2023-12-05T16:49:45.000+0100,admin,admin,Medium,,,
655633,IIAB-2361,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-04T11:22:55.000+0100,2023-12-05T16:49:44.000+0100,admin,admin,Medium,,,
655605,IIAB-2360,,New,-,Bug,JSW-IIAB-RGI,2023-12-04T10:54:09.000+0100,2023-12-04T10:54:09.000+0100,francesca.favaretto,francesca.favaretto,Medium,,,
655588,IIAB-2359,,Dev in progress,-,Customer Defect,JSW-IIAB-RGI,2023-12-04T10:31:21.000+0100,2023-12-11T12:42:03.000+0100,admin,admin,Medium,,Affiliate,
655533,IIAB-2358,,Waiting,gabriele.serena,Bug,JSW-IIAB-RGI,2023-12-04T09:18:46.000+0100,2023-12-04T17:38:46.000+0100,ilaria.sodano,ilaria.sodano,Medium,ACN,,
655519,IIAB-2357,,New,-,Bug,JSW-IIAB-RGI,2023-12-04T09:04:28.000+0100,2023-12-06T18:00:55.000+0100,francesca.favaretto,francesca.favaretto,Medium,,Product,
655010,IIAB-2356,,New,-,Story,JSW-IIAB-RGI,2023-12-03T16:27:39.000+0100,2023-12-03T16:28:12.000+0100,admin,admin,Medium,,GEL,
655009,IIAB-2355,,In Analysis,-,Story,JSW-IIAB-RGI,2023-12-03T16:21:08.000+0100,2023-12-03T16:26:41.000+0100,admin,admin,Medium,,GEL,
654327,IIAB-2354,,Specified,-,Story,JSW-IIAB-RGI,2023-12-01T19:27:13.000+0100,2023-12-08T18:26:45.000+0100,admin,admin,Medium,,Product,
654326,IIAB-2353,,Specified,-,Story,JSW-IIAB-RGI,2023-12-01T19:25:05.000+0100,2023-12-08T17:56:47.000+0100,admin,admin,Medium,,Product,
654325,IIAB-2352,,New,-,Story,JSW-IIAB-RGI,2023-12-01T19:15:19.000+0100,2023-12-11T18:27:35.000+0100,admin,admin,Medium,,Affiliate,
654322,IIAB-2351,,In Test,sergey.sharunin,Task,JSW-IIAB-RGI,2023-12-01T18:40:46.000+0100,2023-12-11T10:27:32.000+0100,francesco.golia,francesco.golia,Critical,,,
654321,IIAB-2350,,In Progress,sergey.sharunin,Task,JSW-IIAB-RGI,2023-12-01T18:37:03.000+0100,2023-12-11T09:36:28.000+0100,francesco.golia,francesco.golia,Critical,,,
654320,IIAB-2349,,New,sergey.sharunin,Task,JSW-IIAB-RGI,2023-12-01T18:32:17.000+0100,2023-12-12T10:15:56.000+0100,francesco.golia,francesco.golia,Critical,,,
654318,IIAB-2348,,In Progress,sergey.sharunin,Task,JSW-IIAB-RGI,2023-12-01T18:28:37.000+0100,2023-12-11T09:28:29.000+0100,francesco.golia,francesco.golia,Critical,,,
654317,IIAB-2347,,Developed,sergey.sharunin,Task,JSW-IIAB-RGI,2023-12-01T18:25:11.000+0100,2023-12-12T10:22:37.000+0100,francesco.golia,francesco.golia,Critical,,,
654315,IIAB-2346,,New,sergey.sharunin,Task,JSW-IIAB-RGI,2023-12-01T18:22:09.000+0100,2023-12-04T13:41:14.000+0100,francesco.golia,francesco.golia,Medium,,,
654309,IIAB-2345,,Tested,dario.filippo,Bug,JSW-IIAB-RGI,2023-12-01T17:59:08.000+0100,2023-12-06T15:44:58.000+0100,elena.dettore,elena.dettore,High,,,
654256,IIAB-2344,,New,-,Story,JSW-IIAB-RGI,2023-12-01T16:55:19.000+0100,2023-12-01T16:55:43.000+0100,admin,admin,Medium,,Product,
654166,IIAB-2343,,Rejected,dario.filippo,Bug,JSW-IIAB-RGI,2023-12-01T15:33:38.000+0100,2023-12-01T18:11:49.000+0100,pasquale.sonnessa,pasquale.sonnessa,Critical,RGI,,
654142,IIAB-2342,,Rejected,dario.filippo,Bug,JSW-IIAB-RGI,2023-12-01T15:00:09.000+0100,2023-12-01T17:47:39.000+0100,pasquale.sonnessa,pasquale.sonnessa,Critical,RGI,,
654129,IIAB-2341,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-12-01T14:38:16.000+0100,2023-12-01T14:46:43.000+0100,admin,admin,Medium,,,
654112,IIAB-2340,,In Analysis,-,Story,JSW-IIAB-RGI,2023-12-01T14:18:45.000+0100,2023-12-11T14:53:29.000+0100,admin,admin,High,,Affiliate,
654100,IIAB-2339,,Tested,gabriele.serena,Bug,JSW-IIAB-RGI,2023-12-01T13:48:03.000+0100,2023-12-04T17:15:12.000+0100,pasquale.sonnessa,pasquale.sonnessa,High,ACN,,
654084,IIAB-2338,,In Analysis,-,Customer Defect,JSW-IIAB-RGI,2023-12-01T13:14:17.000+0100,2023-12-04T12:50:09.000+0100,admin,admin,Lowest,,Country,
654065,IIAB-2337,,Waiting,-,Customer Defect,JSW-IIAB-RGI,2023-12-01T12:52:37.000+0100,2023-12-09T12:49:39.000+0100,admin,admin,Medium,,,
654011,IIAB-2336,,Dev in progress,-,Customer Defect,JSW-IIAB-RGI,2023-12-01T12:38:09.000+0100,2023-12-11T16:11:44.000+0100,admin,admin,High,,Affiliate,
653978,IIAB-2335,,Ready for test,-,Customer Defect,JSW-IIAB-RGI,2023-12-01T12:27:30.000+0100,2023-12-07T19:03:47.000+0100,admin,admin,Low,,Country,
653969,IIAB-2334,,Open,-,Customer Defect,JSW-IIAB-RGI,2023-12-01T12:21:59.000+0100,2023-12-06T18:01:11.000+0100,admin,admin,Medium,,,
653911,IIAB-2333,,Closed,-,Customer Defect,JSW-IIAB-RGI,2023-12-01T11:44:55.000+0100,2023-12-07T10:37:45.000+0100,admin,admin,Medium,,Country,
653902,IIAB-2332,,Open,-,Customer Defect,JSW-IIAB-RGI,2023-12-01T11:32:55.000+0100,2023-12-09T12:50:41.000+0100,admin,admin,Medium,,,
653890,IIAB-2331,,Closed,-,Customer Defect,JSW-IIAB-RGI,2023-12-01T11:15:36.000+0100,2023-12-05T14:18:58.000+0100,admin,admin,Lowest,,Country,
653833,IIAB-2330,,New,francesco.golia,Task,JSW-IIAB-RGI,2023-12-01T10:27:46.000+0100,2023-12-01T10:27:52.000+0100,francesco.golia,francesco.golia,Medium,,,
653803,IIAB-2328,,Closed,-,Customer Defect,JSW-IIAB-RGI,2023-12-01T09:58:13.000+0100,2023-12-11T21:17:39.000+0100,admin,admin,Medium,,Affiliate,
653787,IIAB-2327,,New,-,Task,JSW-IIAB-RGI,2023-12-01T09:45:44.000+0100,2023-12-01T10:08:51.000+0100,alessandra.pozzi,alessandra.pozzi,Medium,,Product,
653339,IIAB-2325,,Rejected,-,Customer Defect,JSW-IIAB-RGI,2023-11-30T19:31:08.000+0100,2023-12-01T14:24:09.000+0100,admin,admin,Lowest,,,
653332,IIAB-2324,,Delivered,-,Bug,JSW-IIAB-RGI,2023-11-30T18:37:54.000+0100,2023-12-01T10:22:46.000+0100,pasquale.sonnessa,pasquale.sonnessa,Medium,RGI,,
653316,IIAB-2323,,New,nicolo.ercoli,Bug,JSW-IIAB-RGI,2023-11-30T17:58:30.000+0100,2023-12-06T17:22:13.000+0100,francesca.favaretto,francesca.favaretto,Low,,Product,
653299,IIAB-2322,,Ready for test,-,Customer Defect,JSW-IIAB-RGI,2023-11-30T17:35:30.000+0100,2023-11-30T17:59:42.000+0100,admin,admin,Lowest,,,
653288,IIAB-2321,,Closed,-,Customer Defect,JSW-IIAB-RGI,2023-11-30T17:22:37.000+0100,2023-12-01T12:48:06.000+0100,admin,admin,Medium,,Affiliate,
653256,IIAB-2320,,New,sergey.sharunin,Sub-task,JSW-IIAB-RGI,2023-11-30T17:06:49.000+0100,2023-11-30T17:06:49.000+0100,sergey.sharunin,sergey.sharunin,Medium,,,
653176,IIAB-2319,,Waiting,-,Customer Defect,JSW-IIAB-RGI,2023-11-30T16:11:35.000+0100,2023-11-30T18:52:51.000+0100,admin,admin,Medium,,Product,
653159,IIAB-2318,,Rejected,-,Customer Defect,JSW-IIAB-RGI,2023-11-30T15:54:27.000+0100,2023-11-30T17:39:06.000+0100,admin,admin,Lowest,,Product,
653158,IIAB-2317,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-11-30T15:53:55.000+0100,2023-11-30T15:54:04.000+0100,admin,admin,Medium,,,
653157,IIAB-2316,,Duplicated,-,Customer Defect,JSW-IIAB-RGI,2023-11-30T15:53:53.000+0100,2023-12-11T12:05:43.000+0100,admin,admin,Medium,,,
653156,IIAB-2315,,Open,-,Customer Defect,JSW-IIAB-RGI,2023-11-30T15:53:46.000+0100,2023-12-01T09:39:47.000+0100,admin,admin,Lowest,,Affiliate,
653052,IIAB-2314,,New,-,Task,JSW-IIAB-RGI,2023-11-30T14:55:28.000+0100,2023-11-30T14:56:07.000+0100,francesca.favaretto,francesca.favaretto,Medium,,Affiliate,
653051,IIAB-2313,,New,-,Task,JSW-IIAB-RGI,2023-11-30T14:54:38.000+0100,2023-11-30T14:55:37.000+0100,francesca.favaretto,francesca.favaretto,Medium,,Affiliate,
653048,IIAB-2312,,New,-,Task,JSW-IIAB-RGI,2023-11-30T14:53:47.000+0100,2023-11-30T14:55:19.000+0100,francesca.favaretto,francesca.favaretto,Medium,,Affiliate,
653046,IIAB-2311,,New,-,Task,JSW-IIAB-RGI,2023-11-30T14:52:26.000+0100,2023-11-30T14:53:55.000+0100,francesca.favaretto,francesca.favaretto,Medium,,Affiliate,
653045,IIAB-2310,,New,-,Task,JSW-IIAB-RGI,2023-11-30T14:50:57.000+0100,2023-11-30T14:52:34.000+0100,francesca.favaretto,francesca.favaretto,Medium,,Affiliate,
653043,IIAB-2309,,New,-,Task,JSW-IIAB-RGI,2023-11-30T14:50:01.000+0100,2023-11-30T14:51:04.000+0100,francesca.favaretto,francesca.favaretto,Medium,,Affiliate,
653036,IIAB-2308,,New,-,Task,JSW-IIAB-RGI,2023-11-30T14:46:34.000+0100,2023-11-30T14:50:40.000+0100,francesca.favaretto,francesca.favaretto,Medium,,Affiliate,
653035,IIAB-2307,,New,-,Task,JSW-IIAB-RGI,2023-11-30T14:45:32.000+0100,2023-11-30T14:48:06.000+0100,francesca.favaretto,francesca.favaretto,Medium,,Affiliate,
653033,IIAB-2306,,New,-,Task,JSW-IIAB-RGI,2023-11-30T14:45:06.000+0100,2023-11-30T14:47:55.000+0100,francesca.favaretto,francesca.favaretto,Medium,,Affiliate,
653005,IIAB-2305,,In Analysis,-,Story,JSW-IIAB-RGI,2023-11-30T14:05:43.000+0100,2023-12-03T16:27:39.000+0100,admin,admin,Medium,,GEL,
653004,IIAB-2304,,Open,-,Customer Defect,JSW-IIAB-RGI,2023-11-30T14:03:54.000+0100,2023-11-30T14:04:27.000+0100,admin,admin,Medium,,,
653002,IIAB-2303,,Open,-,Customer Defect,JSW-IIAB-RGI,2023-11-30T14:02:20.000+0100,2023-11-30T14:04:16.000+0100,admin,admin,Medium,,,
652999,IIAB-2302,,New,francesco.golia,Task,JSW-IIAB-RGI,2023-11-30T13:43:37.000+0100,2023-11-30T13:43:44.000+0100,francesco.golia,francesco.golia,Medium,,,
652995,IIAB-2301,,Re-opened,-,Customer Defect,JSW-IIAB-RGI,2023-11-30T13:21:41.000+0100,2023-11-30T15:57:13.000+0100,admin,admin,Medium,,Affiliate,
652970,IIAB-2300,,New,-,Story,JSW-IIAB-RGI,2023-11-30T12:42:43.000+0100,2023-12-03T16:25:29.000+0100,admin,admin,Medium,,GEL,
652853,IIAB-2299,,New,-,Story,JSW-IIAB-RGI,2023-11-30T10:44:47.000+0100,2023-12-08T11:44:23.000+0100,admin,admin,Medium,,,
652831,IIAB-2297,,In Progress,luca.mottoros,Task,JSW-IIAB-RGI,2023-11-30T10:20:33.000+0100,2023-12-06T16:54:29.000+0100,francesca.favaretto,francesca.favaretto,Medium,,Product,
652805,IIAB-2296,,Closed,-,Customer Defect,JSW-IIAB-RGI,2023-11-30T09:43:09.000+0100,2023-12-05T09:36:19.000+0100,admin,admin,Critical,,,
652804,IIAB-2295,,Rejected,-,Customer Defect,JSW-IIAB-RGI,2023-11-30T09:42:19.000+0100,2023-11-30T13:51:34.000+0100,admin,admin,Medium,,Country,
652799,IIAB-2294,,Rejected,-,Customer Defect,JSW-IIAB-RGI,2023-11-30T09:37:52.000+0100,2023-12-01T14:25:44.000+0100,admin,admin,Lowest,,Country,
652780,IIAB-2293,,In Analysis,-,Story,JSW-IIAB-RGI,2023-11-30T09:18:17.000+0100,2023-11-30T09:34:05.000+0100,admin,admin,Medium,,Affiliate,
652422,IIAB-2292,,Waiting,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T21:15:34.000+0100,2023-11-30T18:20:04.000+0100,admin,admin,Medium,,Affiliate,
652390,IIAB-2291,,Waiting,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T19:45:54.000+0100,2023-11-30T18:23:46.000+0100,admin,admin,High,,Affiliate,
652387,IIAB-2290,,Duplicated,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T19:15:48.000+0100,2023-12-04T15:41:17.000+0100,admin,admin,Medium,,,
652386,IIAB-2289,,Waiting,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T19:12:53.000+0100,2023-12-11T08:12:53.000+0100,admin,admin,Medium,,,
652384,IIAB-2288,,New,francesco.golia,Task,JSW-IIAB-RGI,2023-11-29T19:04:04.000+0100,2023-11-30T18:22:00.000+0100,francesco.golia,francesco.golia,Critical,,,
652383,IIAB-2287,,Completed,francesco.golia,Task,JSW-IIAB-RGI,2023-11-29T18:59:14.000+0100,2023-12-06T19:43:03.000+0100,francesco.golia,francesco.golia,Critical,,,
652375,IIAB-2286,,Completed,francesco.golia,Task,JSW-IIAB-RGI,2023-11-29T18:22:46.000+0100,2023-11-29T19:27:17.000+0100,francesco.golia,francesco.golia,Medium,,,
652370,IIAB-2285,,Cancelled,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T18:18:14.000+0100,2023-12-08T17:22:02.000+0100,admin,admin,Critical,,,
652349,IIAB-2284,,New,-,Bug,JSW-IIAB-RGI,2023-11-29T17:52:20.000+0100,2023-11-29T18:02:56.000+0100,alice.albasi,alice.albasi,Medium,,Product,
652321,IIAB-2283,,Duplicated,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T17:14:33.000+0100,2023-12-07T17:39:28.000+0100,admin,admin,Medium,,,
652313,IIAB-2282,,Rejected,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T17:09:52.000+0100,2023-12-11T20:47:03.000+0100,admin,admin,Medium,,,
652303,IIAB-2281,,Open,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T16:59:01.000+0100,2023-11-30T12:45:56.000+0100,admin,admin,Lowest,,Affiliate,
652277,IIAB-2280,,Rejected,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T16:42:34.000+0100,2023-12-11T11:07:24.000+0100,admin,admin,Medium,,,
652270,IIAB-2279,,In Progress,nicolo.ercoli,Bug,JSW-IIAB-RGI,2023-11-29T16:37:57.000+0100,2023-12-04T15:38:26.000+0100,francesca.favaretto,francesca.favaretto,Medium,IIAB_GRAFICA,Affiliate,
652218,IIAB-2278,,Tested,elena.dettore,Bug,JSW-IIAB-RGI,2023-11-29T16:02:09.000+0100,2023-12-06T17:13:32.000+0100,elena.dettore,elena.dettore,Critical,,,
652208,IIAB-2277,,Delivered,-,Story,JSW-IIAB-RGI,2023-11-29T15:49:25.000+0100,2023-11-29T16:01:09.000+0100,admin,admin,High,,Country,
652185,IIAB-2276,,Specified,-,Story,JSW-IIAB-RGI,2023-11-29T15:27:02.000+0100,2023-12-11T18:29:32.000+0100,admin,admin,Medium,,Affiliate,
652154,IIAB-2275,,In Progress,maurizio.altamura,Task,JSW-IIAB-RGI,2023-11-29T14:57:47.000+0100,2023-12-04T17:41:23.000+0100,francesca.favaretto,francesca.favaretto,Medium,,Product,
652126,IIAB-2274,,Specified,-,Story,JSW-IIAB-RGI,2023-11-29T14:41:39.000+0100,2023-12-11T10:10:08.000+0100,admin,admin,Medium,,Affiliate,
652120,IIAB-2273,,Closed,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T14:36:03.000+0100,2023-12-11T17:11:31.000+0100,admin,admin,Medium,,Affiliate,
652093,IIAB-2272,,Cancelled,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T13:32:38.000+0100,2023-12-01T10:52:09.000+0100,admin,admin,Medium,,,
652092,IIAB-2271,,Open,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T13:30:10.000+0100,2023-11-30T16:01:47.000+0100,admin,admin,Medium,,,
652091,IIAB-2270,,Duplicated,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T13:28:51.000+0100,2023-12-05T11:51:55.000+0100,admin,admin,Medium,,Country,
652060,IIAB-2269,,Duplicated,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T13:18:02.000+0100,2023-11-29T17:32:11.000+0100,admin,admin,Medium,,,
652059,IIAB-2268,,Rejected,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T13:17:34.000+0100,2023-12-11T17:59:56.000+0100,admin,admin,Medium,,Affiliate,
652052,IIAB-2267,,Rejected,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T13:04:57.000+0100,2023-12-07T17:12:28.000+0100,admin,admin,Medium,,,
652049,IIAB-2266,,Cancelled,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T13:00:27.000+0100,2023-12-01T10:51:31.000+0100,admin,admin,Medium,,,
652047,IIAB-2265,,Rejected,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T12:59:03.000+0100,2023-12-07T17:12:11.000+0100,admin,admin,Medium,,,
652046,IIAB-2264,,Closed,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T12:56:55.000+0100,2023-12-12T12:31:24.000+0100,admin,admin,Medium,,,
652028,IIAB-2263,,New,-,Sub-task,JSW-IIAB-RGI,2023-11-29T12:29:59.000+0100,2023-11-29T12:29:59.000+0100,gabriele.serena,gabriele.serena,Medium,,,
652027,IIAB-2262,,New,-,Sub-task,JSW-IIAB-RGI,2023-11-29T12:29:57.000+0100,2023-11-29T12:29:57.000+0100,gabriele.serena,gabriele.serena,Medium,,,
652026,IIAB-2261,,New,-,Sub-task,JSW-IIAB-RGI,2023-11-29T12:29:56.000+0100,2023-11-29T12:29:56.000+0100,gabriele.serena,gabriele.serena,Medium,,,
652025,IIAB-2260,,New,gabriele.serena,Sub-task,JSW-IIAB-RGI,2023-11-29T12:29:54.000+0100,2023-12-01T15:02:37.000+0100,gabriele.serena,gabriele.serena,Medium,,,
652024,IIAB-2259,,New,gabriele.serena,Sub-task,JSW-IIAB-RGI,2023-11-29T12:29:52.000+0100,2023-12-01T15:02:34.000+0100,gabriele.serena,gabriele.serena,Medium,,,
652023,IIAB-2258,,New,-,Task,JSW-IIAB-RGI,2023-11-29T12:29:51.000+0100,2023-11-29T14:14:33.000+0100,gabriele.serena,gabriele.serena,Medium,,,
652006,IIAB-2257,,Ready for test,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T12:15:48.000+0100,2023-11-29T15:29:17.000+0100,admin,admin,Medium,,,
652005,IIAB-2256,,New,-,Sub-task,JSW-IIAB-RGI,2023-11-29T12:15:45.000+0100,2023-11-29T12:15:45.000+0100,gabriele.serena,gabriele.serena,Medium,,,
652004,IIAB-2255,,New,-,Sub-task,JSW-IIAB-RGI,2023-11-29T12:15:44.000+0100,2023-11-29T12:15:44.000+0100,gabriele.serena,gabriele.serena,Medium,,,
652003,IIAB-2254,,New,-,Sub-task,JSW-IIAB-RGI,2023-11-29T12:15:42.000+0100,2023-11-29T12:15:42.000+0100,gabriele.serena,gabriele.serena,Medium,,,
652002,IIAB-2253,,New,gabriele.serena,Sub-task,JSW-IIAB-RGI,2023-11-29T12:15:41.000+0100,2023-12-01T15:02:20.000+0100,gabriele.serena,gabriele.serena,Medium,,,
652001,IIAB-2252,,New,gabriele.serena,Sub-task,JSW-IIAB-RGI,2023-11-29T12:15:40.000+0100,2023-12-01T15:01:41.000+0100,gabriele.serena,gabriele.serena,Medium,,,
652000,IIAB-2251,,New,-,Task,JSW-IIAB-RGI,2023-11-29T12:15:38.000+0100,2023-11-29T14:14:40.000+0100,gabriele.serena,gabriele.serena,Medium,,,
651996,IIAB-2250,,Developed,federico.trevisani,Bug,JSW-IIAB-RGI,2023-11-29T12:12:39.000+0100,2023-12-01T17:24:00.000+0100,elena.dettore,elena.dettore,High,,,
651979,IIAB-2249,,Ready for test,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T11:47:54.000+0100,2023-11-29T17:45:21.000+0100,admin,admin,Medium,,,
651976,IIAB-2248,,Deployed,elena.dettore,Bug,JSW-IIAB-RGI,2023-11-29T11:45:32.000+0100,2023-11-30T16:08:36.000+0100,elena.dettore,elena.dettore,High,,,
651973,IIAB-2247,,Closed,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T11:39:26.000+0100,2023-12-01T09:24:08.000+0100,admin,admin,Medium,,,
651971,IIAB-2246,,In Analysis,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T11:37:23.000+0100,2023-12-11T19:06:56.000+0100,admin,admin,Medium,,,
651961,IIAB-2245,,Rejected,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T11:24:08.000+0100,2023-11-29T18:15:40.000+0100,admin,admin,Medium,,Country,
651958,IIAB-2244,,Ready for test,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T11:20:58.000+0100,2023-12-01T13:51:27.000+0100,admin,admin,Medium,,Country,
651948,IIAB-2243,,Waiting,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T11:07:19.000+0100,2023-12-12T10:18:21.000+0100,admin,admin,Medium,,,
651900,IIAB-2242,,In Analysis,-,Customer Defect,JSW-IIAB-RGI,2023-11-29T10:02:49.000+0100,2023-12-07T17:33:10.000+0100,admin,admin,Medium,,,
651845,IIAB-2241,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-11-29T08:56:48.000+0100,2023-11-29T16:15:35.000+0100,admin,admin,Medium,,,
651486,IIAB-2240,,Closed,-,Customer Defect,JSW-IIAB-RGI,2023-11-28T18:57:07.000+0100,2023-12-01T12:51:10.000+0100,admin,admin,High,,Country,
651456,IIAB-2239,,New,-,Story,JSW-IIAB-RGI,2023-11-28T18:00:54.000+0100,2023-11-28T18:07:58.000+0100,admin,admin,Medium,,Affiliate,
651449,IIAB-2238,,Completed,-,Business Scenario,JSW-IIAB-RGI,2023-11-28T17:50:59.000+0100,2023-12-12T10:04:05.000+0100,admin,admin,Medium,,GEL,
651414,IIAB-2237,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-11-28T16:56:40.000+0100,2023-12-08T11:18:29.000+0100,admin,admin,Medium,,,
651409,IIAB-2236,,Ready for test,-,Customer Defect,JSW-IIAB-RGI,2023-11-28T16:50:07.000+0100,2023-11-29T18:20:39.000+0100,admin,admin,Lowest,,Affiliate,
651374,IIAB-2235,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-11-28T16:42:38.000+0100,2023-12-12T09:32:35.000+0100,admin,admin,Medium,,,
651359,IIAB-2234,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-11-28T16:20:01.000+0100,2023-12-08T20:26:45.000+0100,admin,admin,Medium,,,
651345,IIAB-2233,,In Progress,chiara.bucci,Bug,JSW-IIAB-RGI,2023-11-28T16:03:26.000+0100,2023-11-30T17:08:52.000+0100,elena.dettore,elena.dettore,High,,,
651334,IIAB-2232,,Ready for compilation,-,Requirement,JSW-IIAB-RGI,2023-11-28T15:59:08.000+0100,2023-11-28T15:59:19.000+0100,admin,admin,Medium,,,
